fecha;minima;media;maxima
2005-01-01;3.4250000000000003;9.575000000000001;15.683333333333335
2005-01-02;2.658333333333333;8.533333333333333;14.383333333333331
2005-01-03;2.85;8.66;14.479999999999999
2005-01-04;3.463636363636363;9.281818181818183;15.100000000000001
2005-01-05;2.4454545454545453;8.481818181818182;14.518181818181818
2005-01-06;0.9916666666666667;8.025;15.058333333333332
2005-01-07;1.5333333333333332;8.558333333333334;15.574999999999998
2005-01-08;1.05;7.974999999999999;14.908333333333333
2005-01-09;1.3583333333333334;7.641666666666668;13.933333333333332
2005-01-10;3.375;8.325000000000001;13.266666666666666
2005-01-11;1.025;7.191666666666667;13.358333333333333
2005-01-12;0.03333333333333328;6.891666666666667;13.741666666666665
2005-01-13;2.9499999999999997;8.825;14.683333333333335
2005-01-14;2.6166666666666667;9.233333333333334;15.833333333333334
2005-01-15;2.65;8.591666666666667;14.525
2005-01-16;4.966666666666666;9.799999999999999;14.625
2005-01-17;4.566666666666666;9.6;14.633333333333333
2005-01-18;2.733333333333333;10.674999999999997;18.625
2005-01-19;6.291666666666667;11.200000000000001;16.09166666666667
2005-01-20;9.333333333333332;14.758333333333333;20.2
2005-01-21;6.075000000000002;13.533333333333333;20.98333333333333
2005-01-22;3.5749999999999997;9.958333333333334;16.35833333333333
2005-01-23;2.933333333333333;9.325000000000001;15.725000000000001
2005-01-24;3.508333333333333;8.608333333333333;13.70833333333333
2005-01-25;2.183333333333333;5.083333333333333;7.958333333333332
2005-01-26;-1.0272727272727273;3.027272727272728;7.1000000000000005
2005-01-27;-2.690909090909091;2.009090909090909;6.718181818181818
2005-01-28;-3.783333333333333;2.55;8.866666666666667
2005-01-29;3.3666666666666667;8.183333333333334;13
2005-01-30;-0.6416666666666666;4.999999999999999;10.683333333333332
2005-01-31;-2.2;4.625;11.433333333333332
2005-02-01;-0.575;6.941666666666666;14.441666666666665
2005-02-02;2.075;8.116666666666667;14.124999999999998
2005-02-03;1.8749999999999998;7.891666666666666;13.916666666666666
2005-02-04;2.841666666666667;7.883333333333334;12.908333333333331
2005-02-05;2.3833333333333333;7.25;12.125
2005-02-06;3.6;7.675000000000001;11.75
2005-02-07;3.1666666666666665;6.833333333333333;10.499999999999998
2005-02-08;5.68;8.52;11.35
2005-02-09;5.163636363636363;8.072727272727274;10.99090909090909
2005-02-10;3.0916666666666672;8.408333333333333;13.674999999999997
2005-02-11;2.875;9.775;16.691666666666666
2005-02-12;4.525;12.141666666666666;19.749999999999996
2005-02-13;9.545454545454547;16.209090909090907;22.89090909090909
2005-02-14;7.12;11.23;15.370000000000001
2005-02-15;5.118181818181818;9.218181818181819;13.327272727272726
2005-02-16;1.9909090909090912;6.509090909090909;11.036363636363637
2005-02-17;0.3181818181818182;5.836363636363637;11.363636363636363
2005-02-18;-0.3727272727272727;6.118181818181818;12.609090909090911
2005-02-19;0.6000000000000001;8.563636363636363;16.527272727272727
2005-02-20;6.090909090909091;11.290909090909091;16.454545454545453
2005-02-21;0.3;5.672727272727272;11.027272727272727
2005-02-22;-1.181818181818182;6.536363636363637;14.245454545454544
2005-02-23;3.481818181818181;6.936363636363637;10.363636363636365
2005-02-24;2.82;6.4;9.99
2005-02-25;3.1181818181818177;4.990909090909092;6.918181818181819
2005-02-26;0.1;6.763636363636363;13.445454545454544
2005-02-27;3.4;6.827272727272727;10.254545454545456
2005-02-28;2.563636363636364;5.2272727272727275;7.872727272727274
2005-03-01;1.918181818181818;4.681818181818182;7.4363636363636365
2005-03-02;3.4909090909090907;6.945454545454544;10.436363636363636
2005-03-03;4.245454545454546;9.890909090909089;15.509090909090908
2005-03-04;3.5272727272727264;6.845454545454545;10.172727272727274
2005-03-05;1.1600000000000001;9.08;16.99
2005-03-06;3.8000000000000007;9.26;14.709999999999999
2005-03-07;1.4454545454545455;6.8090909090909095;12.163636363636364
2005-03-08;-0.9363636363636364;6.081818181818181;13.100000000000001
2005-03-09;-0.05454545454545459;7.572727272727272;15.209090909090907
2005-03-10;0.6166666666666666;8.008333333333335;15.424999999999997
2005-03-11;2.909090909090909;8.536363636363637;14.172727272727274
2005-03-12;3.636363636363637;9.081818181818182;14.554545454545455
2005-03-13;6.0181818181818185;10.318181818181818;14.636363636363638
2005-03-14;5.6000000000000005;9.183333333333334;12.766666666666667
2005-03-15;9.425;12.025;14.65
2005-03-16;8.524999999999999;12.858333333333334;17.2
2005-03-17;6.415384615384615;11.207692307692307;15.984615384615385
2005-03-18;4.8769230769230765;10.707692307692309;16.523076923076925
2005-03-19;5.046153846153847;10.684615384615386;16.323076923076922
2005-03-20;7.3769230769230765;12.776923076923081;18.153846153846157
2005-03-21;10.69230769230769;13.799999999999995;16.938461538461542
2005-03-22;10.376923076923077;15.384615384615385;20.39230769230769
2005-03-23;10.666666666666666;13.125;15.566666666666668
2005-03-24;10.241666666666669;15.333333333333334;20.433333333333334
2005-03-25;8.941666666666666;11.916666666666666;14.883333333333331
2005-03-26;10.081818181818182;14.599999999999996;19.08181818181818
2005-03-27;10.408333333333333;15.175000000000002;19.93333333333333
2005-03-28;10.966666666666667;15.16666666666667;19.391666666666662
2005-03-29;12.399999999999999;17.45;22.533333333333335
2005-03-30;10.741666666666665;16.308333333333334;21.875
2005-03-31;8.308333333333335;13.550000000000002;18.825
2005-04-01;8.275;12.4;17.999999999999996
2005-04-02;10.366666666666669;12.875;15.366666666666669
2005-04-03;11.158333333333331;14.233333333333333;17.316666666666666
2005-04-04;10.475;14.108333333333334;17.716666666666665
2005-04-05;8.592307692307692;12.438461538461537;16.276923076923076
2005-04-06;7.876923076923077;12.676923076923076;17.46923076923077
2005-04-07;8.907692307692306;13.499999999999998;18.099999999999998
2005-04-08;8.753846153846153;14.153846153846152;19.53076923076923
2005-04-09;6.066666666666666;11.216666666666667;16.375
2005-04-10;4.261538461538462;10.73076923076923;17.176923076923078
2005-04-11;7.7846153846153845;13.007692307692308;18.223076923076924
2005-04-12;7.169230769230769;13.161538461538463;19.169230769230772
2005-04-13;7.153846153846152;13.261538461538462;19.36923076923077
2005-04-14;7.830769230769233;14.176923076923076;20.515384615384615
2005-04-15;8.753846153846155;13.63846153846154;18.507692307692306
2005-04-16;7.323076923076925;12.907692307692308;18.469230769230773
2005-04-17;7.976923076923077;15.900000000000002;23.799999999999997
2005-04-18;13.375;17.95;22.525000000000002
2005-04-19;10.916666666666666;16.433333333333337;21.916666666666668
2005-04-20;12.424999999999999;17.875000000000004;23.316666666666666
2005-04-21;12.358333333333333;17.466666666666665;22.608333333333334
2005-04-22;11.600000000000001;15.684615384615386;19.76923076923077
2005-04-23;11.123076923076923;15.861538461538462;20.584615384615383
2005-04-24;12.533333333333333;18.400000000000002;24.275000000000002
2005-04-25;10.13076923076923;15.823076923076924;21.51538461538462
2005-04-26;9.530769230769232;15.669230769230769;21.830769230769228
2005-04-27;9.883333333333331;16.091666666666665;22.28333333333333
2005-04-28;8.407692307692308;15.415384615384616;22.43846153846154
2005-04-29;8.792307692307693;15.492307692307689;22.169230769230772
2005-04-30;11.03076923076923;17.769230769230766;24.5
2005-05-01;12.415384615384616;18.184615384615384;23.976923076923075
2005-05-02;14.369230769230768;17.692307692307693;21.04615384615385
2005-05-03;15.623076923076924;21.415384615384614;27.207692307692305
2005-05-04;15.061538461538463;19.06153846153846;23.069230769230767
2005-05-05;12.807692307692305;17.176923076923075;21.546153846153842
2005-05-06;10.184615384615386;16.807692307692303;23.45384615384615
2005-05-07;10.666666666666666;17.966666666666665;25.241666666666664
2005-05-08;13.233333333333334;18.866666666666664;24.516666666666666
2005-05-09;12.866666666666665;17.483333333333334;22.133333333333336
2005-05-10;13.608333333333334;20.549999999999997;27.5
2005-05-11;15.383333333333333;19.10833333333333;22.83333333333333
2005-05-12;15.208333333333334;18.89166666666667;22.616666666666664
2005-05-13;12.084615384615384;16.407692307692308;20.73076923076923
2005-05-14;12.884615384615385;19.207692307692305;25.53076923076923
2005-05-15;11.738461538461538;18.276923076923076;24.83846153846154
2005-05-16;11.691666666666665;17.575;23.425
2005-05-17;11.708333333333334;16.916666666666664;22.099999999999998
2005-05-18;11.799999999999999;18.083333333333332;24.400000000000006
2005-05-19;11.433333333333332;18.833333333333332;26.224999999999994
2005-05-20;12.366666666666667;19.33333333333333;26.33333333333334
2005-05-21;12.484615384615383;18.615384615384617;24.74615384615384
2005-05-22;14.96153846153846;19.592307692307692;24.215384615384615
2005-05-23;14.483333333333333;19.266666666666666;24.058333333333337
2005-05-24;12.676923076923078;18.17692307692308;23.707692307692305
2005-05-25;12.083333333333334;19.083333333333332;26.09166666666667
2005-05-26;12.024999999999999;18.958333333333336;25.883333333333336
2005-05-27;11.46923076923077;17.992307692307694;24.50769230769231
